file,sheet,monitor,points,reason
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,183,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,10861,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,10921,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,10921,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,10921,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,10921,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,10921,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,10861,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,10861,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,10734,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,10801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,10801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,10801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,10801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,10801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,10734,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-12段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,10734,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,9961,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,9961,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,9959,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,9959,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,9959,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,9959,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,9961,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-13段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,9961,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,186,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-14段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,11098,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,154,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,154,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,154,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,154,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,9200,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,9301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,9216,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,9216,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,9216,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,9216,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,9202,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-3段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,9202,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,156,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,9268,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,9301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,9285,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,9285,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,9286,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,9285,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,9269,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-4段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,9269,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,8997,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,8997,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,8997,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,8997,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-5段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,1,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,5,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,8,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,7,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,6,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,4,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,2,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,8933,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,8983,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,8983,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,8983,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,8983,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,8958,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-6段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,8958,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,3,8812,新解析器未识别，保留旧解析器有效通道
